Country Name;Country Code;Series Name;Series Code;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Liberia;LBR;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Liberia;LBR;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Liberia;LBR;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;78.6621017456055;..;95.4616012573242;..;93.6023025512695;93.6023025512695;92.6893997192383;..;..;..
Libya;LBY;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5.02128973900766;-62.0759195849001;123.139555198582;-13.5999999741829;-24.000000034478;-8.8620393625491;-2.79546888990185;26.6809026327981;15.1327998906633;2.53595347758677
Libya;LBY;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;..;..;..;..;..;..;..;..
Libya;LBY;GDP (current US$);NY.GDP.MKTP.CD;74773444900.5368;34699395523.6073;81873662518.8238;65502870173.7831;41142722414.3351;27842131479.8726;26197143268.1243;37883243650.452;52607888717.9487;52076250947.5792
Libya;LBY;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Libya;LBY;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
Libya;LBY;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Libya;LBY;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Libya;LBY;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;..;..
Liechtenstein;LIE;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;..;..;..;..;..;..;..;..;..;..
Liechtenstein;LIE;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;2.55604;..;..;..;..;..;..;..;..
Liechtenstein;LIE;GDP (current US$);NY.GDP.MKTP.CD;5082366478.08994;5739977477.47748;5456009384.66461;6391735893.83968;6657170923.37918;6268391521.19701;6237264055.20601;6552858738.70214;..;..
Liechtenstein;LIE;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Liechtenstein;LIE;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;87.36804;94.59726;..;..;..;..;..;..;..;..
Liechtenstein;LIE;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Liechtenstein;LIE;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Liechtenstein;LIE;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;..;..
Lithuania;LTU;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;1.48223244137165;6.02563809108096;3.8333027642867;3.55842463134766;3.50797121712733;2.03314807367339;2.55593956708222;4.24757675412258;3.64475653175535;3.93040797628885
Lithuania;LTU;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;5.29903;5.12027;4.76683;4.61284;4.48818;4.21723;4.00847;..;..;..
Lithuania;LTU;GDP (current US$);NY.GDP.MKTP.CD;37034461707.2874;43466133144.1699;42842537129.1154;46442055803.7018;48526000845.3102;41392396557.6337;43021972484.8299;47750908128.259;53455170033.5194;54219315600.0854
Lithuania;LTU;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;26.38527;31.4951;33.09735;33.85807;34.53947;..;..
Lithuania;LTU;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;92.37126;88.34333;87.52156;..;86.04434;87.57543;93.12681;..;..;..
Lithuania;LTU;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;13.19715;14.00612;13.40936;13.35217;..;..
Lithuania;LTU;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;0.44275;0.46867;0.60878;0.58627;0.62452;..;..
Lithuania;LTU;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;84.0299987792969;83.8324966430664;83.1246032714844;83.5117034912109;82.4589004516602;82.3669967651367;83.3238983154297;82.7483978271484;82.9925994873047;83.127197265625
Luxembourg;LUX;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4.8649684924216;2.53923488261137;-0.352519229052419;3.65437025918655;4.29678634989637;4.30643253786916;4.57460028278058;1.80118170327937;3.11083626560442;2.29697916603786
Luxembourg;LUX;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;4.09041;..;4.00789;3.95519;..;..;..;..
Luxembourg;LUX;GDP (current US$);NY.GDP.MKTP.CD;53212476812.2957;60004630234.4135;56677961787.0717;61739352212.3049;66103853236.7572;57744457954.7297;60691483443.1221;64181944722.7283;70919958015.5247;71104919108.1411
Luxembourg;LUX;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Luxembourg;LUX;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;87.5435;87.77068;88.20152;90.15305;..;..;..;..
Luxembourg;LUX;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Luxembourg;LUX;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Luxembourg;LUX;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;80.5052032470703;79.2488021850586;79.3498001098633;78.8424987792969;79.5141983032227;79.1776962280273;78.8238983154297;80.9332962036133;79.6592025756836;79.6844024658203
Macao SAR, China;MAC;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;25.2635056235019;21.6727076472067;9.23731419268012;11.2000904405285;-1.20108967403145;-21.5945315945316;-0.718343471029229;9.88758406914916;5.44254261921597;-4.71085944721384
Macao SAR, China;MAC;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;2.6295;2.68519;3.33736;2.04986;2.03206;2.9817;3.08232;2.70008;..;..
Macao SAR, China;MAC;GDP (current US$);NY.GDP.MKTP.CD;28123640998.7253;36709860068.3445;43031577366.4251;51552075901.5183;55347998647.8196;45361678146.5247;45387299721.0792;50751059058.0613;55084050789.7182;53859116535.5306
Macao SAR, China;MAC;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Macao SAR, China;MAC;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;58.45775;43.43942;32.80999;73.30301;87.80393;90.78338;91.94953;92.63628;..;..
Macao SAR, China;MAC;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Macao SAR, China;MAC;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Macao SAR, China;MAC;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;91.1600036621094;90.8000030517578;91.379997253418;91.1800003051758;..;91.75;90.7900009155273;..;..;..
Madagascar;MDG;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;0.619229745623898;1.57842942055571;3.01114640755307;2.30038693447709;3.33920224407332;3.13229588799277;3.99314608499888;3.93331617112426;4.56478275948496;4.79999999990962
Madagascar;MDG;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;2.78112;2.73217;2.08231;2.79384;2.56821;3.19717;..;3.23481;..
Madagascar;MDG;GDP (current US$);NY.GDP.MKTP.CD;9982711030.26388;11551821062.3334;11578978052.8789;12423557906.9182;12522959157.2295;11323023786.5698;11848615018.4138;13176313233.1978;13853433947.6241;14083906356.618
Madagascar;MDG;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Madagascar;MDG;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;90.62703;95.4116;96.92458;..;..;..;..;..;..
Madagascar;MDG;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Madagascar;MDG;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Madagascar;MDG;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;79.0338973999023;..;..;69.2442016601563;..;..;..;..
Malawi;MWI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6.87406563500952;4.85405510898322;1.88579950731867;5.19999999835549;5.70000000377209;2.79999999900333;2.48404062641868;4.00003051653042;3.17000322241334;4.36923898629438
Malawi;MWI;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;3.5398;4.15262;..;5.41617;4.83984;5.60866;4.74857;4.03133;4.71484;..
Malawi;MWI;GDP (current US$);NY.GDP.MKTP.CD;6959655570.89098;8004000737.30717;6028487928.83351;5518880768.57955;6047813437.31804;6373212640.84604;5433040159.88747;6303292264.18905;6917301908.62757;7666704427.00915
Malawi;MWI;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Malawi;MWI;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;95.05099;99.39012;..;86.19812;97.10289;98.7528;96.93017;..;..;..
Malawi;MWI;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Malawi;MWI;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Malawi;MWI;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;90.3139038085938;..;..;..;77.9461975097656;..;..
Malaysia;MYS;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7.42484738326097;5.29391283414003;5.47345419253853;4.69372252557893;6.00672194558203;5.09151572393023;4.44975576515729;5.74182957621825;4.74160645035721;4.3302184155654
Malaysia;MYS;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;4.96645;5.76294;5.73903;5.4812;5.21264;4.97274;4.82401;4.74071;4.53477;..
Malaysia;MYS;GDP (current US$);NY.GDP.MKTP.CD;255016609232.871;297951960784.314;314443149443.149;323277158906.979;338061963396.376;301354756113.174;301255454041.415;318958236443.122;358581943446.259;364701517787.844
Malaysia;MYS;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;11.30654;..;..;..
Malaysia;MYS;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;94.35249;89.54892;90.46288;94.24649;94.39024;91.92918;92.09021;93.36094;..
Malaysia;MYS;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;1.58956;..;..;..
Malaysia;MYS;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;0.2585;..;..;..
Malaysia;MYS;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;65.6600036621094;66;67.3099975585938;68.25;69.3300018310547;69.25;..;..;..
Maldives;MDV;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7.26512906840138;8.56673353050461;2.51738394219683;7.28107397899866;7.32962620344684;2.88454852960507;6.33830063626779;6.80366602180543;6.8888171958136;5.21599925714978
Maldives;MDV;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;4.11747;3.5066;3.76038;3.80012;3.47046;4.36655;4.06728;..;..;..
Maldives;MDV;GDP (current US$);NY.GDP.MKTP.CD;2588176054.6875;2774351760.03287;2886170571.69634;3295011381.75405;3697351596.83753;4109424799.72407;4379136461.83077;4735989972.05433;5327457149.72581;5729248472.24028
Maldives;MDV;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Maldives;MDV;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;98.75104;98.58809;98.7974;99.37706;99.28945;99.03861;99.27962;..;..;..
Maldives;MDV;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Maldives;MDV;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Maldives;MDV;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;81.5712966918945;..;..;..
Mali;MLI;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5.31393527895875;3.21313378044307;-0.836627497073124;2.3037669581925;7.101422348075;6.16747921907648;5.76406494460069;5.41853337183656;4.65058662382832;5.04000000192866
Mali;MLI;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;3.34389;3.75423;3.47949;3.2828;3.64819;3.80152;3.09604;3.78684;..;..
Mali;MLI;GDP (current US$);NY.GDP.MKTP.CD;10689167195.3375;12995074801.061;12441946098.4018;13242680701.3566;14365345530.0146;13104869674.2274;14020002871.0282;15375605991.6302;17172022684.31;17510141171.3403
Mali;MLI;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;1.65073;1.58951;..;2.24836;..
Mali;MLI;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;95.01932;92.28137;97.59843;97.52228;97.11673;96.17725;96.38633;97.02297;..;..
Mali;MLI;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Mali;MLI;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;0.06278;..;0.11044;..
Mali;MLI;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;81.3962020874023;65.806999206543;76.5025024414063;79.4878997802734;79.7212982177734;81.7218017578125;..
Malta;MLT;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;3.54268321383185;1.35903219940904;2.7941687217874;4.8388557927649;8.79063424175098;10.8576421321726;5.83007567306184;6.47119280850706;7.3142238281863;4.38409628323227
Malta;MLT;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;6.45489;7.79727;6.51787;7.8751;7.20856;5.20455;..;..;..;..
Malta;MLT;GDP (current US$);NY.GDP.MKTP.CD;8749171417.20801;9515297914.81069;9205506528.33098;10153894646.0353;11302344157.0347;10682394998.3357;11444483133.7171;12747857570.0407;14603581712.3288;14786156563.3046
Malta;MLT;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;13.08807;13.45735;13.28486;13.48767;..;18.42499;..
Malta;MLT;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;89.91529;92.42808;87.2234;85.28104;92.24575;86.40641;..;..;..;..
Malta;MLT;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;4.23611;4.21657;4.42016;4.52152;..;6.64274;..
Malta;MLT;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;0.26903;0.24493;0.27908;0.23996;..;0.49181;..
Malta;MLT;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;76.8436965942383;81.0586013793945;81.9421005249023;83.2517013549805;83.5758972167969;83.1883010864258;82.8852996826172;84.3600997924805;85.6095962524414;84.4139022827148
Marshall Islands;MHL;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7.55539030565797;-0.756143460169895;-2.37033904807748;3.71762787420826;-0.939965316904377;1.59128844558938;1.30666588659997;4.05664458426934;3.6247527596621;..
Marshall Islands;MHL;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;..;..;..;..;..;..;..;..
Marshall Islands;MHL;GDP (current US$);NY.GDP.MKTP.CD;162164700;174332100;182874800;187707400;184689500;184599600;200558400;212881000;221278000;..
Marshall Islands;MHL;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;3.66325;..;..;..;..;..;..;..;..
Marshall Islands;MHL;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
Marshall Islands;MHL;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;0.84366;..;..;..;..;..;..;..;..
Marshall Islands;MHL;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;0.09769;..;..;..;..;..;..;..;..
Marshall Islands;MHL;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;..;..
Mauritania;MRT;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2.62022952055376;4.1727832830442;4.47001318233691;4.15081318627171;4.27482327130284;5.37633923694933;1.26090922448306;3.49717500591493;2.11526763746781;5.93051088463308
Mauritania;MRT;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;3.60428;3.05215;2.7758;2.93739;..;..;2.63107;..;..;..
Mauritania;MRT;GDP (current US$);NY.GDP.MKTP.CD;5628882266.37767;6764635686.79345;6728208836.22143;7223063169.72749;6592537781.81518;6166857628.62212;6398744505.08129;6758390728.71734;7049169770.86399;7593752450.2055
Mauritania;MRT;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Mauritania;MRT;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
Mauritania;MRT;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Mauritania;MRT;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Mauritania;MRT;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;70.2565002441406;..;..;..;..;75.8215026855469;..;..
Mauritius;MUS;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;4.37720323945265;4.07753807362209;3.49611833757979;3.36040610303085;3.74457577257851;3.5530717300396;3.83793262870844;3.81415211496423;3.75991807991545;3.55078438012413
Mauritius;MUS;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;3.55147;3.33207;3.4182;3.61579;4.91695;4.88667;5.0136;5.02313;4.83459;..
Mauritius;MUS;GDP (current US$);NY.GDP.MKTP.CD;10003670690.3497;11518393367.2403;11668685524.1265;12129642296.4425;12803445933.5894;11692287066.381;12232463655.5727;13259351418.4459;14181803715.4038;14180444557.2047
Mauritius;MUS;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;10.80074;..
Mauritius;MUS;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;86.4758;..;..;..;..;..;..;..;..;..
Mauritius;MUS;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;3.21503;..
Mauritius;MUS;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;0.12871;..
Mauritius;MUS;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;64.4845962524414;..;69.6709976196289;71.6351013183594;72.9962005615234;73.3294982910156;74.344596862793;74.8825988769531;74.7270965576172;..
Mexico;MEX;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;5.11811814321162;3.66300792950094;3.64232267941347;1.35409196151679;2.80434012838097;3.28799159933094;2.91054645929347;2.11808234691182;2.13595812119722;-0.145602324756538
Mexico;MEX;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;5.15922;5.10565;5.1031;4.69605;5.26062;5.23524;4.90983;..;..;..
Mexico;MEX;GDP (current US$);NY.GDP.MKTP.CD;1057801295584.05;1180489601957.61;1201089987015.45;1274443084716.57;1314563967425.24;1170564619927.69;1077903618176.07;1157736189998.15;1220699479845.98;1258286717124.53
Mexico;MEX;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;12.76122;..;..;14.32261;13.95713;14.77965;14.71039;15.37426;16.01606;..
Mexico;MEX;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;96.08217;96.09746;96.39358;95.60961;95.7048;96.94083;96.69358;..;..;..
Mexico;MEX;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;1.31121;..;..;1.28283;1.24434;2.08774;1.39542;1.44282;1.5127;..
Mexico;MEX;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;0.14268;..;..;0.08504;0.08402;0.22477;0.07626;0.07681;0.08297;..
Mexico;MEX;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;81.2183990478516;80.8443984985352;80.8687973022461;80.5921020507813;79.8393020629883;79.0083999633789;79.1174011230469;78.2623977661133;77.5091018676758;77.4854965209961
Micronesia, Fed. Sts.;FSM;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2.25938995585932;3.18857475473928;-1.86681975475544;-3.67976779073483;-2.30577574529325;4.62188400404939;0.900180416516932;2.68218594445551;0.211653600126766;..
Micronesia, Fed. Sts.;FSM;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;..;..;..;..;..;12.4595;..;..;..;..
Micronesia, Fed. Sts.;FSM;GDP (current US$);NY.GDP.MKTP.CD;296944100;311301600;327248700;317214400;319271200;316489900;332265200;366666800;401932300;..
Micronesia, Fed. Sts.;FSM;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Micronesia, Fed. Sts.;FSM;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;..;..;..;..;..;..;..;..;..;..
Micronesia, Fed. Sts.;FSM;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Micronesia, Fed. Sts.;FSM;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Micronesia, Fed. Sts.;FSM;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;82.0067977905273;..;..;..;..;..
Moldova;MDA;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;7.10000008379275;5.81816640453508;-0.589734134738677;9.04386552833462;4.99962558416271;-0.338235296100407;4.40888674328883;4.69079342838687;4.30147792757501;3.45627812183513
Moldova;MDA;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;7.5923;7.13638;6.98339;..;6.26602;..;5.60845;5.61844;5.51108;..
Moldova;MDA;GDP (current US$);NY.GDP.MKTP.CD;6974960345.3712;8414360656.29632;8709165249.26928;9496684701.43325;9510219299.49557;7745231660.33425;8071480540.86068;9669759987.02633;11457410264.1932;11955435456.7957
Moldova;MDA;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;19.03649;20.08584;19.37272;..;..;20.12304;..
Moldova;MDA;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;91.7606;93.1286;93.35541;91.69309;89.38467;92.45564;91.2899;87.68711;88.35254;..
Moldova;MDA;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;0.56878;0.68919;0.98497;..;..;1.11343;..
Moldova;MDA;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;0.06374;83;0.18367;..;..;0.14569;..
Moldova;MDA;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;64.8149032592773;63.0365982055664;62.8203010559082;62.2309989929199;60.173900604248;59.7183990478516;59.8406982421875;58.086498260498;58.8847007751465;63.4221000671387
Monaco;MCO;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;2.09999989913061;7;1.000000923315;9.59999846418893;7.20000071732574;4.89999916940167;3.50000139074969;-3.40000080981497;6.10000047479944;..
Monaco;MCO;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;1.31735;1.58989;1.78004;1.3344;1.02195;..;1.37102;1.46121;..;..
Monaco;MCO;GDP (current US$);NY.GDP.MKTP.CD;5367625613.15127;6088808463.25167;5743029680.07195;6555983530.34932;7069616048.89066;6261622101.40908;6472990923.1791;6431314957.07185;7188238072.74445;..
Monaco;MCO;Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.BA.ZS;..;..;..;..;..;..;..;..;..;..
Monaco;MCO;Current education expenditure, total (% of total expenditure in public institutions);SE.XPD.CTOT.ZS;99.10976;67.35122;57.08964;71.79879;91.61259;92.18179;89.30315;..;..;..
Monaco;MCO;Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.MS.ZS;..;..;..;..;..;..;..;..;..;..
Monaco;MCO;Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative);SE.TER.CUAT.DO.ZS;..;..;..;..;..;..;..;..;..;..
Monaco;MCO;Labor force with advanced education (% of total working-age population with advanced education);SL.TLF.ADVN.ZS;..;..;..;..;..;..;..;..;..;..
Mongolia;MNG;GDP growth (annual %);NY.GDP.MKTP.KD.ZG;6.36516168485748;17.290777583689;12.3198198484838;11.6489161898863;7.8852254815194;2.37983580688481;1.1683934561722;5.33703793307947;7.24662963624736;5.09916789591993
Mongolia;MNG;Government expenditure on education, total (% of GDP);SE.XPD.TOTL.GD.ZS;4.6451;4.60903;5.19521;4.94077;4.71485;4.17699;5.18061;4.08578;..;..
