Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Latvia,LVA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20.9300003051758,14.8999996185303,14.4635000228882,13.7896995544434,14.2108001708984,13.8211002349854,13.8289003372192,12.0611000061035,11.708399772644,10.0329999923706,7.02969980239868,6.05159997940063,7.73890018463135,17.5146999359131,19.4822998046875,16.2063999176025,15.0466995239258,11.8674001693726,10.8463001251221,9.8730001449585,9.64290046691895,8.71500015258789,7.41230010986328,6.31209993362427
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-42.4511182150125,26.533160093229,49.4473791833398,16.4383457073795,10.7656697956857,8.1052419781618,6.4488625675372,11.2859357173917,1.05496666868561,3.66572378375987,-0.525584634480282,1.34187161939805,3.83966927824919,3.42314982724474,3.2270982685183,6.67944461671979,2.68577930991498,1.54951500208311,9.31062252462903,9.0691282693161,10.2321555771179,7.97513555920943,0.867339877167865,2.54054249176635,3.81102328373967,2.46136118805316,0.211611959138764,1.52952010698107,0.850699558756901,-1.92640477077212,-5.6371706405001
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3313540067.93246,2717998687.71002,2838485353.96187,4690415092.53663,5843579160.90122,7941744492.1211,9599127049.9375,11718795528.4939,13690217333.2697,15751867489.4446,17247179005.5219,17391056369.2265,17260364842.4544,17649751243.7811,19152238805.9701,20082918739.6352,21159827992.0398,21497336498.9718,22022709851.5423,24827355014.66,29118916105.6053,35399582928.6235,38443907042.3217,39927125961.194,44035991745.6716,46909335135.1244,48134486624.6103,49939374832.7031,51205122503.8143,53140638269.1211,54961275741.5589,53367042272.1725
Lebanon,LBN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,760798,813332,872382,941185,1009710,1071505,1099051,1125377,1146956,1179300,1223385,1278357,1349645,1427597,1496117,1556582,1598129,1624099,1636205,1662924,1717799,1806279,1917315,2035228,2140874,2225580,2299119,2349593,2381501,2398864
Lebanon,LBN,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.0500001907349,..,..,..,..,..,..,..,..,..,..,..,..
Lebanon,LBN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.61999988555908,..,..,..,..,..,..,7.84999990463257,..,..,8.97999954223633,..,6.3549919128418,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,1.86479516608111,15.3318143242861,10.6150699948088,8.25111812453616,2.15410556937883,-0.405521390084644,10.9120615189911,-0.367120040534772,1.54753669334684,2.17707116683643,5.11371771230506,-0.202708346464149,26.4048810640381,10.9800889486854,-13.5134975580721,11.0491291637471,21.8090349648921,18.3168748891295,2.89391877790506,-2.74477923989163,0.694638145249655,4.45720388912798,1.98616535386753,5.53489782585123,2.61024933004865,4.68485603650484,0.729728220113415,8.60191907869972,5.79524440741098,6.04547332985949,6.9666071133075,6.95636495692062,3.50976647766814,5.97987312755177,3.29093854641434,5.59703575933248,3.70360359587893,1.53765563950927,0.476025102065151,3.8755468142558,3.5615821908515,0.72383596148731,4.55977681130346,1.69237420642219,3.46612248144243,4.23009485409366,4.83296373442199,6.73953359928008,2.15430834113515,0.824824732462062,5.35515492144876,6.74362694085697,4.1869122037747,2.88396884428164,2.6501442474809,5.04708318975977,-1.32168515344736,-0.452672856407716,1.51600143941178
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579308.4138317,35699286.0142797,41859162.8167437,47039059.2188156,51938961.2207756,54878902.4219516,56698866.0226795,59260814.7837043,61444771.1045779,65966680.6663867,68738625.2274955,76482102.9082774,80915831.9240276,121181556.195965,150846210.448859,149560513.860717,147654093.836247,193307267.709292,266559337.626495,290142517.814727,431561376.476631,434188034.188034,348746822.619267,386699308.859169,333158476.24212,268626912.549917,318862888.402626,402774852.652259,470389179.678909,495404888.092424,596415104.549144,704329192.771521,831033941.093969,835592802.276831,878250450.602681,1001889856.91048,946123275.88212,997996028.645833,928458205.958432,912771290.61298,887295267.875155,825706961.238689,775780697.676625,1157832934.55127,1511236655.52047,1682350934.85132,1800105589.60349,1716262753.00196,1758534994.91599,1773199523.2307,2269525782.39635,2622336141.14515,2526185310.32097,2421470021.68562,2499803980.17361,2372280099.24153,2165408361.59639,2405289382.35938,2575892261.32457,2460072443.62842
Lesotho,LSO,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,702504,725358,749238,774051,798460,822264,841839,860553,877576,891734,897608,899095,896561,891891,887305,884079,880486,879608,880835,883249,886436,890686,896113,902683,915219,927804,938647,951051,962772,974311
Lesotho,LSO,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,..,..,..,..,..,..,..,..,..,..,37.939998626709,..,27.2700004577637,..,..,..,..,..,..,..,..,35.4599990844727,..,..,..,..,24.5799999237061,..,..,..,..,..,..
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.92027296876944,3.76301828164682,-30.1451325892167,2.61984768599231,5.28121207141162,8.04390624754487,9.53527986916075,7.14568899817137,5.30053937704309,6.09982760205581,8.2007658404608,7.99381569313657,8.70402806598014,0.701143911750762,0,-1.59958407502003,2.46862609505123,1.22255131299607,-2.27824512534819
Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000,3264000000,3070518100
Liberia,LBR,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.6621017456055,..,95.4616012573242,..,93.6023025512695,93.6023025512695,92.6893997192383,..,..,..
Liberia,LBR,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,866129,852300,839132,832172,839091,864139,914413,986010,1068376,1147475,1214647,1258613,1288676,1318237,1345002,1381031,1428543,1485514,1548749,1613091,1674769,1730499,1783699,1835406,1889215,1944762,2048924,2106396,2165501,2232405
Liberia,LBR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.64310002326965,..,..,..,4.54939985275269,4.54939985275269,8.09000015258789,..,..,..
Liberia,LBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.26609992980957,..,19.5193996429443,..,2.07890009880066,2.07890009880066,3.08060002326965,..,..,..
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.67921329264158,-1.76287816843826,-0.958849380743104,13.0160010757026,4.46162998215347,11.870728929385,6.50054722695923,6.35231699447934,2.66735578975754,-0.790141831553143,5.02128973900766,-62.0759195849001,123.139555198582,-13.5999999741829,-24.000000034478,-8.8620393625491,-2.79546888990185,26.6809026327981,15.1327998906633,2.53595347758677
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,28901836158.1921,31995012468.8279,33881392045.4545,30657030223.3903,28607921928.8175,25544128198.9955,27884615384.6154,30698633109.1343,27249786142.0017,35976714100.9056,38270206950.41,34110064452.1567,20481889763.7795,26265625000,33122307692.3077,47334148578.4164,54961936662.6066,67516236337.7158,87140405361.2292,63028320702.0343,74773444900.5368,34699395523.6073,81873662518.8238,65502870173.7831,41142722414.3351,27842131479.8726,26197143268.1243,37883243650.452,52607888717.9487,52076250947.5792
Libya,LBY,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1111000,1151941,1197605,1246701,1296968,1347130,1392062,1436844,1482794,1532079,1585790,1640590,1700221,1763454,1828065,1892248,1949041,2003261,2054055,2101080,2144062,2174305,2198693,2219306,2239204,2260872,2296579,2337299,2380602,2422261
Libya,LBY,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.0300006866455,..,..,..,..,..,..,..
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,1.66922200819575,1.66921956329233,1.66922564379061,1.66922250579744,1.66923227673448,4.75867203986537,4.75867709144384,4.75867683526856,4.75867148081139,4.7586725235189,4.81482021442807,-1.5901068811138,0.538599941773739,4.2857094201833,7.02055448938852,4.00000000000018,9.23076798213557,5.6337983088407,4.49198530506263,2.25287097057453,1.80117007410725,3.60829384387156,4.33210120561074,6.86614413219762,5.8755504001748,6.90530179973638,7.22513485456871,7.76126283694691,10.4109232010236,3.22019308239609,-0.733092455297992,-0.993919947159299,-1.93756534125015,3.03917210306504,4.82807677743521,8.64496857267281,3.325963509369,1.79808847836411,-1.15748291975636,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,90098330.6654471,104888628.171944,124941925.010473,165930611.729019,193983720.461869,246387479.177159,272493879.020643,303496276.263782,436918176.733781,503180669.994587,534701915.617354,511658690.561043,522090331.478107,524034109.856605,502617355.407073,529078995.563876,779365167.602424,1052843347.63948,1161757671.01756,1120000916.92646,1421466239.56234,1484152022.3152,1631197909.259,1673104493.77369,1948118227.68151,2428461395.34884,2504033252.42718,2298410390.68421,2479721340.8746,2664026095.06058,2483953102.79488,2491822706.80256,2688630822.53304,3070691319.52179,3454362685.96703,3659251525.8593,4000239272.61126,4601299566.81106,5081432924.0144,4504549214.22663,5082366478.08994,5739977477.47748,5456009384.66461,6391735893.83968,6657170923.37918,6268391521.19701,6237264055.20601,6552858738.70214,..,..
Liechtenstein,LIE,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.150000005960464,0.519999980926514,0.759999990463257,1.36000001430511,1.01999998092651,0.899999976158142,1.60000002384186,1.3400000333786,1.77999997138977,1.77999997138977,1.26999998092651,1.12000000476837,1.45000004768372,2.10999989509583,2.40000009536743,2.66000008583069,2.46000003814697,2.00999999046326,..,..,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.14995887392269,8.29322887026818,7.46717552410661,-1.13464274466837,3.83166729800301,6.52443068616948,6.76074951965822,10.5385649542543,6.55008306073013,7.72740790166723,7.40644421277685,11.086954275977,2.62807796119264,-14.8141631583267,1.48223244137165,6.02563809108096,3.8333027642867,3.55842463134766,3.50797121712733,2.03314807367339,2.55593956708222,4.24757675412258,3.64475653175535,3.93040797628885
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7870782260.51698,8385109020.28485,10120274492.8787,11240360897.7126,10972878636.1675,11539211480.3625,12252498921.0186,14278357283.7419,18802576988.1557,22649930576.2543,26125575942.2814,30216060233.4044,39738180076.6283,47850551148.8365,37440673477.8982,37034461707.2874,43466133144.1699,42842537129.1154,46442055803.7018,48526000845.3102,41392396557.6337,43021972484.8299,47750908128.259,53455170033.5194,54219315600.0854
Lithuania,LTU,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.5374984741211,83.4772033691406,81.306999206543,86.3238983154297,82.2393035888672,85.1134033203125,82.7671966552734,82.9527969360352,82.4093017578125,81.9458999633789,82.2137985229492,82.9492034912109,84.0299987792969,83.8324966430664,83.1246032714844,83.5117034912109,82.4589004516602,82.3669967651367,83.3238983154297,82.7483978271484,82.9925994873047,83.127197265625
Lithuania,LTU,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1786373,1786538,1782768,1774179,1762191,1750001,1735999,1722522,1710316,1712631,1682389,1643876,1625857,1683861,1594105,1553567,1511787,1511349,1512398,1522430,1503825,1495263,1484350,1473110,1481145,1470309,1482451,1468938,1472661,1457292
Lithuania,LTU,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.15000009536743,8.38099956512451,8.74279975891113,9.29370021820068,7.29120016098022,6.67280006408691,6.44929981231689,6.56059980392456,3.98530006408691,2.69840002059937,2.06480002403259,2.9054000377655,6.01119995117188,7.6496000289917,6.17350006103516,5.59280014038086,5.06510019302368,4.19750022888184,3.67569994926453,2.90619993209839,2.9028000831604,2.80290007591248,2.90420007705688
Lithuania,LTU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.3299999237061,17.5400009155273,16.3999996185303,14.1300001144409,13.7110004425049,13.3875999450684,15.9310998916626,16.839599609375,13.0080003738403,12.8745002746582,10.6843996047974,8.32460021972656,5.78039979934692,4.25,5.82590007781982,13.7849998474121,17.8141002655029,15.3903999328613,13.364800453186,11.7699003219604,10.6981000900269,9.11999988555908,7.86210012435913,7.07320022583008,6.14709997177124,6.25519990921021
Luxembourg,LUX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,3.8299831217405,1.35867767094877,3.43910854038498,7.86582881901587,-0.734933604480986,1.10590411235907,0.216730811573271,4.18387242679029,9.97285794333051,4.50704070671839,2.66723623710365,6.59819261283768,8.3126773457769,4.2124673065868,-6.57137064667627,2.53433172371319,1.56977627327484,4.07497175948708,2.34560848472411,0.840882921905546,-0.550950090520004,1.13129633334053,2.98907749390595,6.18693884371689,2.79170649817242,9.98393458015228,3.95097787379856,8.46328296539716,9.79806158649727,5.31993177546022,8.64419057624002,1.81965281811752,4.2006480382002,3.82092114294026,1.43220018020473,1.38842848201479,5.70971703699894,6.04465155848581,8.48100266522123,8.23979914359427,2.53197513706755,3.81946965759437,1.6292869549314,3.61217676997076,3.17244278079178,5.17848586333136,8.35455327716321,-1.27958558128132,-4.35860695207019,4.8649684924216,2.53923488261137,-0.352519229052419,3.65437025918655,4.29678634989637,4.30643253786916,4.57460028278058,1.80118170327937,3.11083626560442,2.29697916603786
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.942958,704145671.350213,741509480.796284,791140595.772755,903158753.943622,921600736.304026,968440149.470951,974721762.535327,1066447130.82052,1234878980.502,1509155062.52521,1572310771.77053,1968733021.7212,2701874663.63072,3295861019.05551,3233431611.27564,3544268025.07837,3922895891.95273,4884869091.84066,5711457760.04403,6232005655.95255,5231808670.14342,4764549532.05015,4683697830.37475,4594891580.56409,4738559684.76119,6921264132.20155,8614215559.15721,9750161053.209,10391504709.2547,13229247947.8513,14321878795.0384,16065740777.9172,16486900186.5672,18325791415.4811,21588170498.0843,21776609771.987,19731912494.3617,20209122027.1171,22235929043.2559,21263514833.2412,21272418791.9463,23616328816.1114,29557325056.4334,34685281847.5292,37347394602.6614,42414308116.9239,50888134410.0739,55849686538.7432,51370543206.4462,53212476812.2957,60004630234.4135,56677961787.0717,61739352212.3049,66103853236.7572,57744457954.7297,60691483443.1221,64181944722.7283,70919958015.5247,71104919108.1411
Luxembourg,LUX,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,78.114501953125,80.3468017578125,70.2613983154297,76.3682022094727,78.1321029663086,78.3889999389648,..,76.3119964599609,76.7057037353516,79.8967971801758,79.5807037353516,78.7053985595703,79.8143005371094,78.7443008422852,78.4644012451172,78.9260025024414,78.0878982543945,80.05419921875,80.5052032470703,79.2488021850586,79.3498001098633,78.8424987792969,79.5141983032227,79.1776962280273,78.8238983154297,80.9332962036133,79.6592025756836,79.6844024658203
Luxembourg,LUX,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,160004,165593,170050,169988,171636,167621,171288,173829,176479,181745,188745,189068,194924,195020,201398,207421,213165,215951,220426,234336,237899,243415,255177,263170,273727,282750,283597,293653,302721,310000
Luxembourg,LUX,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.12020003795624,1.1952999830246,1.42170000076294,1.7195999622345,4.28889989852905,3.91300010681152,3.50629997253418,3.07949995994568,3.22609996795654,2.47309994697571,4.18179988861084,3.74889993667603,3.62150001525879,3.60069990158081,3.88490009307861,3.90840005874634,4.72590017318726,3.98449993133545,3.84699988365173,4.24580001831055,3.64100003242493
Luxembourg,LUX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.19810009002686,2.62809991836548,2.95609998703003,2.63910007476807,2.46510004997253,1.99829995632172,1.58829998970032,1.60720002651215,1.48239994049072,2.02909994125366,2.32999992370605,3.47950005531311,2.91790008544922,3.28620004653931,2.5271999835968,2.76309990882874,2.38980007171631,2.34529995918274,1.80499994754791,2.62089991569519,3.67499995231628,5.11329984664917,4.48820018768311,4.73070001602173,4.06519985198975,5.06010007858276,5.12239980697632,4.36079978942871,4.90150022506714,5.14010000228882,5.84759998321533,5.8523998260498,6.66860008239746,6.29069995880127,5.52159976959229,5.58540010452271,5.59469985961914
"Macao SAR, China",MAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.0240008348117,8.46010850183998,0.731050404001536,6.69490936870616,14.2940831868776,7.8108092715986,5.02495972108503,7.97967985715545,3.65889161901876,13.2988822108634,5.18675696310471,4.25229063760794,3.29671323296714,-0.41928904683958,-0.279530950581048,-4.57053700504211,-2.35915720632927,5.74712643678161,2.88870996600465,8.94712587710526,11.6529262005284,26.7555396711937,8.059504542353,13.3141637486106,14.4476272934935,3.39386818077558,1.32131501006067,25.2635056235019,21.6727076472067,9.23731419268012,11.2000904405285,-1.20108967403145,-21.5945315945316,-0.718343471029229,9.88758406914916,5.44254261921597,-4.71085944721384
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1130457130.00739,1121486562.52512,1292281653.68246,1348827324.09861,1517496131.38322,1941246972.45874,2269233639.28065,2683254708.17411,3220920084.77746,3735117374.41125,4879018601.90911,5625533410.31176,6265844252.10105,6996034036.99892,7122539666.59972,7211264780.00828,6742367273.27418,6490571703.85015,6720492405.83611,6811227982.82193,7322677820.10108,8195033162.12038,10585624890.9277,12092222041.9168,14789661809.1834,18340447242.9971,20917444919.6394,21475520709.3922,28123640998.7253,36709860068.3445,43031577366.4251,51552075901.5183,55347998647.8196,45361678146.5247,45387299721.0792,50751059058.0613,55084050789.7182,53859116535.5306
"Macao SAR, China",MAC,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.8199996948242,91.1600036621094,90.8000030517578,91.379997253418,91.1800003051758,..,91.75,90.7900009155273,..,..,..
"Macao SAR, China",MAC,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,146860,151354,156976,160466,163965,172363,199366,201990,205475,210298,215681,225563,227517,231076,243982,258018,274852,295059,309280,320764,331692,342540,349819,359096,370786,376729,377725,381711,385783,388164
"Macao SAR, China",MAC,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.8199999332428,3.25999999046326,2.96000003814697,3.88000011444092,3.52999997138977,3.47000002861023,2.51999998092651,3.10999989509583,..,2.35999989509583,2.8199999332428,1.53999996185303,2.30999994277954,1.99000000953674,1.63999998569489,1.85000002384186,1.69000005722046,1.36000001430511,1.76999998092651,1.5900000333786,1.49000000953674,..,..,..
